duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,target,predicted_target
0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,15,1,1,0,0,0.1,0.06,0,255,15,0.06,0.06,0,0,1,1,0,0,14,14
0,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,22,1,1,0,0,0.08,0.05,0,255,22,0.09,0.05,0,0,1,1,0,0,14,14
0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,17,1,1,0,0,0.06,0.06,0,255,11,0.04,0.07,0,0,1,1,0,0,14,14
0,1,24,9,200,313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,26,0,0,0,0,1,0,0.08,255,255,1,0,0,0,0,0,0,0,16,16
0,1,4,9,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,57,2,0.04,0.09,0.02,0,0.02,0,0,0,16,16
0,0,15,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,4,1,0,1,0,0,0,0,0,15,15
0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,22,1,1,0,0,0.09,0.06,0,255,22,0.09,0.06,0,0,1,1,0,0,14,14
0,1,54,9,2868,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,114,0.45,0.03,0,0,0,0.01,0,0,16,16
0,1,24,9,318,2280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,16,16
0,1,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6,1,1,0,0,0.11,0.09,0,255,6,0.02,0.07,0,0,1,1,0,0,14,14
0,1,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.06,0,0,1,1,0,0,14,14
0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,19,1,1,0,0,0.07,0.05,0,255,19,0.07,0.05,0,0,1,1,0,0,14,14
0,1,24,9,303,644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,33,255,1,0,0.03,0.04,0,0,0,0,16,16
0,0,15,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,239,222,0.93,0.01,0.93,0,0,0,0,0,27,27
0,2,12,9,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,190,0,0,0,0,1,0,0.01,255,255,1,0,0.01,0,0,0,0,0,16,16
0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,16,1,1,0,0,0.11,0.06,0,255,27,0.11,0.06,0,0,1,1,0,0,14,14
0,1,24,9,303,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,16,16
31,1,19,9,929,2720,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,0,0.08,0.15,0,88,14,0.16,0.06,0.01,0,0,0,0,0,16,16
0,1,54,9,840,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,233,144,0.62,0.03,0,0,0,0,0,0,16,16
0,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,25,1,1,0,0,0.17,0.05,0,255,25,0.1,0.05,0,0,1,1,0,0,14,14
0,1,54,9,1117,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2,197,1,0,0.5,0.02,0,0,0,0,16,16
12,1,20,9,7045,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,29,1,0,1,0.14,0,0,0,0,34,16
0,1,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,7,1,1,0,0,0.06,0.07,0,255,7,0.03,0.07,0,0,1,1,0,0,14,14
0,1,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,11,1,1,0,0,0.05,0.06,0,255,3,0.01,0.08,0,0,1,1,0,0,14,14
0,1,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,189,1,0.01,0.48,0.48,0,0,0,0.48,1,20,20
1,1,54,9,930,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,232,125,0.54,0.03,0,0,0,0,0,0,16,16
0,1,24,9,222,2822,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,44,255,1,0,0.02,0.04,0,0,0,0,16,16
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3,0,0,1,1,0.03,0.08,0,80,3,0.04,0.1,0.01,0,0,0,1,1,14,14
0,1,24,9,215,1190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,150,255,1,0,0.01,0.02,0,0,0,0,16,16
2,1,60,9,24,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0.75,0.4,0.5,0.75,0.6,170,84,0.33,0.03,0.01,0.02,0,0,0.89,0.68,11,11
0,0,14,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,65,1,0,1,1,0,0,0,0,7,7
0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,1,1,1,0,0,0,0.06,0,255,5,0.02,0.08,0,0,1,1,0,0,14,14
0,2,12,9,42,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,157,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,16,16
3,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,1,0.04,0,0.94,1,0,1,0,255,1,0,0.97,0,0,0.04,0,0.92,1,25,25
0,1,24,9,253,787,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,16,16
0,1,24,9,298,1691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,30,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,16,16
0,1,24,9,323,1529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,1,0,0.25,255,255,1,0,0,0,0,0,0,0,16,16
0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,14,1,1,0,0,0.26,0.11,0,255,14,0.05,0.08,0,0,1,1,0,0,14,14
0,0,15,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,126,0,0,0,0,1,0,0,255,254,1,0.01,1,0,0,0,0,0,27,27
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0.5,1,0,255,1,0,0.33,0.26,0,0.26,0,0.27,1,20,20
0,1,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,15,1,1,0,0,0.07,0.05,0,255,15,0.06,0.06,0,0,1,1,0,0,14,14
0,1,24,9,311,1535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,32,255,1,0,0.03,0.02,0,0,0,0,16,16
0,1,20,9,5558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,1,0,0.17,61,78,0.49,0.08,0.36,0.03,0,0,0.03,0,16,16
0,1,54,9,1122,362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,190,173,0.59,0.03,0.01,0.01,0,0,0,0,16,16
0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,15,1,1,0,0,0.05,0.06,0,255,15,0.06,0.06,0,0,1,1,0,0,14,14
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,1,0.06,0,0.93,1,0,1,0,255,1,0,1,0,0,0.08,0,0.92,1,25,25
0,2,12,9,46,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,155,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,16,16
0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.09,0,0,0,0,1,1,14,14
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,1,0.11,0,0.89,1,0,1,0,255,1,0,0.97,0,0,0.1,0,0.84,1,25,25
0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,1,0.04,0,0.96,1,0,1,0,255,1,0,1,0,0,0.05,0,0.95,1,25,25
0,1,24,9,188,3913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,231,0.91,0.01,0,0,0,0,0,0,16,16
0,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,10,1,1,0,0,0.04,0.07,0,255,10,0.04,0.07,0,0,1,1,0,0,14,14
0,1,20,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,9,25,1,0,1,0.08,0,0,0,0,35,16
0,1,24,9,237,20920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.06,0,0,0,0,16,16
0,1,24,9,283,6560,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,255,1,0,0.25,0.05,0.25,0,0,0.01,16,16
0,1,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,1,1,0,0,0.38,0.12,0,255,10,0.04,0.07,0,0,1,1,0,0,14,14
0,1,24,9,228,882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0,0,1,0,0.07,98,255,1,0,0.01,0.05,0,0,0,0,16,16
0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,1,1,0,0,0.01,0.07,0,255,15,0.06,0.07,0,0,1,1,0,0,14,14
0,1,24,9,274,8891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,80,255,1,0,0.01,0.02,0,0,0,0,16,16
0,2,12,9,46,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,152,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,16,16
0,2,49,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,67,0,0,0,0,0.64,0.06,0,255,127,0.5,0.06,1,0,0,0,0,0,25,25
0,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,8,0,0,1,1,0.03,0.06,0,255,8,0.03,0.06,0,0,0,0,1,1,14,14
1,1,19,9,1260,2453,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,122,20,0.16,0.05,0.01,0,0.02,0,0.07,0,34,16
0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.5,0.5,1,0,0,58,253,1,0,0.02,0.19,0,0,0.98,0.99,16,16
4,1,54,9,1199,376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,204,186,0.7,0.01,0,0.01,0.01,0,0,0,16,16
0,1,24,9,296,3007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,62,255,1,0,0.02,0.03,0,0,0.02,0.01,16,16
0,1,24,9,302,636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,1,0,0.2,24,255,1,0,0.04,0.01,0,0.01,0,0,16,16
0,1,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,9,0,0,1,1,0.03,0.06,0,255,9,0.04,0.05,0,0,0,0,1,1,14,14
449,2,44,9,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0.2,0.6,0,116,1,0.01,0.54,0.83,0,0,0,0,0,16,35
0,1,24,9,302,1063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,0,1,0,0.17,255,255,1,0,0,0,0,0,0,0,16,16
0,1,20,9,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,146,42,0.29,0.04,0.29,0,0,0,0,0,16,16
0,1,24,9,289,1586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,1,0,0,29,255,1,0,0.03,0.02,0,0,0,0,16,16
0,1,54,9,573,283,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,19,133,0.63,0.21,0.05,0.02,0,0,0,0,16,16
0,0,15,9,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,476,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,27,27
0,2,12,9,36,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,143,128,0.9,0.02,0.01,0,0,0,0.04,0,16,16
0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,4,255,1,0,0.25,0.03,0,0,0.5,0.02,16,16
0,1,24,9,210,3177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.5,12,255,1,0,0.08,0.04,0,0,0,0,16,16
1723,2,44,9,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,4,0.02,0.51,0.92,0,0,0,0,0,16,16
0,1,24,9,210,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0.3,4,255,1,0,0.25,0.09,0,0,0,0,16,16
0,1,24,9,206,6285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,1,0,0.15,30,255,1,0,0.03,0.02,0,0,0.03,0,16,16
0,1,24,9,284,733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,1,0,0.12,12,255,1,0,0.08,0.05,0,0,0,0,16,16
0,1,54,9,796,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,139,169,0.77,0.03,0.01,0.02,0,0,0,0,16,16
0,1,24,9,296,10508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,45,255,1,0,0.02,0.02,0,0,0,0,16,16
